               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 467,             0.01179,           0.0086959,            0.011963,             0.96597,             0.98005,             0.98768,             0.87066,           0.0054738,           0.0019647,           0.0015726,           0.0053866,           0.0053866,           0.0053866
                 468,            0.011754,            0.008434,            0.010971,             0.96791,             0.97346,             0.98787,             0.87139,           0.0054632,           0.0019662,           0.0015966,           0.0053767,           0.0053767,           0.0053767
                 469,            0.012093,           0.0088469,            0.011749,             0.97178,             0.97084,             0.98775,             0.87099,           0.0054735,           0.0019666,           0.0016335,           0.0053668,           0.0053668,           0.0053668
                 470,            0.012261,           0.0089152,            0.013308,             0.97001,             0.97009,             0.98777,             0.87139,           0.0054865,           0.0019691,           0.0016796,           0.0053569,           0.0053569,           0.0053569
                 471,            0.012586,           0.0087267,            0.011782,             0.96832,             0.97272,             0.98784,             0.87172,           0.0054859,           0.0019697,           0.0017016,            0.005347,            0.005347,            0.005347
                 472,            0.013044,           0.0085096,            0.012229,             0.96904,             0.97437,             0.98788,             0.87104,           0.0054888,           0.0019705,           0.0017239,           0.0053371,           0.0053371,           0.0053371
                 473,             0.01223,           0.0088551,            0.011479,             0.96965,             0.97723,             0.98782,             0.87114,           0.0054895,           0.0019698,           0.0017168,           0.0053272,           0.0053272,           0.0053272
                 474,            0.011867,           0.0085481,            0.010728,             0.96921,             0.97758,             0.98781,             0.87148,           0.0054955,           0.0019694,           0.0017214,           0.0053173,           0.0053173,           0.0053173
                 475,             0.01193,           0.0085169,            0.010661,              0.9686,             0.97716,             0.98781,             0.87141,           0.0055092,           0.0019697,            0.001782,           0.0053074,           0.0053074,           0.0053074
                 476,            0.011826,           0.0088168,            0.011508,             0.97079,             0.97686,             0.98791,             0.87203,           0.0055127,           0.0019697,           0.0017793,           0.0052975,           0.0052975,           0.0052975
                 477,            0.012097,           0.0085764,            0.011685,             0.96934,             0.97623,             0.98797,             0.87193,           0.0055223,           0.0019681,           0.0017561,           0.0052876,           0.0052876,           0.0052876
                 478,            0.012374,           0.0089098,            0.012301,             0.96893,             0.97845,             0.98805,             0.87207,           0.0055353,           0.0019671,           0.0017165,           0.0052777,           0.0052777,           0.0052777
                 479,            0.012103,            0.008606,            0.011352,             0.97438,             0.97972,             0.98807,             0.87177,           0.0055484,            0.001967,           0.0016846,           0.0052678,           0.0052678,           0.0052678
                 480,            0.012879,           0.0090061,             0.01269,             0.97261,             0.97918,             0.98799,             0.87216,           0.0055537,           0.0019685,           0.0016589,           0.0052579,           0.0052579,           0.0052579
                 481,            0.011498,           0.0085355,            0.010879,             0.97196,             0.97939,             0.98791,             0.86991,           0.0055612,            0.001969,           0.0016419,            0.005248,            0.005248,            0.005248
                 482,            0.012753,           0.0087296,            0.011841,             0.97152,             0.97995,             0.98765,             0.86952,           0.0055687,           0.0019694,           0.0016526,           0.0052381,           0.0052381,           0.0052381
                 483,             0.01178,           0.0087683,            0.010756,             0.97592,             0.97822,             0.98728,             0.86921,           0.0055698,           0.0019701,           0.0016958,           0.0052282,           0.0052282,           0.0052282
                 484,            0.012799,           0.0087556,            0.011406,             0.97223,             0.97839,             0.98705,             0.86978,           0.0055709,           0.0019703,           0.0017384,           0.0052183,           0.0052183,           0.0052183
                 485,             0.01216,           0.0086029,            0.011511,             0.97372,             0.97765,             0.98688,             0.87027,           0.0055739,           0.0019706,           0.0017809,           0.0052084,           0.0052084,           0.0052084
                 486,              0.0129,           0.0087749,            0.012983,              0.9733,             0.97399,             0.98657,             0.87034,           0.0055751,           0.0019717,           0.0018535,           0.0051985,           0.0051985,           0.0051985
                 487,            0.011844,            0.008695,            0.011273,             0.97261,             0.97389,             0.98653,             0.87023,           0.0055842,           0.0019727,           0.0018886,           0.0051886,           0.0051886,           0.0051886
                 488,            0.012408,            0.008728,            0.011626,             0.96867,             0.97488,             0.98647,             0.87025,           0.0056015,           0.0019735,           0.0019499,           0.0051787,           0.0051787,           0.0051787
                 489,            0.012524,           0.0083838,            0.012471,             0.96634,             0.97538,             0.98619,             0.87063,           0.0056094,           0.0019742,           0.0020299,           0.0051688,           0.0051688,           0.0051688
                 490,            0.012752,           0.0087025,            0.011966,             0.96686,             0.97358,             0.98605,             0.86951,           0.0056126,           0.0019746,            0.002016,           0.0051589,           0.0051589,           0.0051589
                 491,             0.01201,           0.0088119,            0.011925,             0.96826,             0.97346,             0.98592,             0.86924,           0.0056129,           0.0019758,           0.0019916,            0.005149,            0.005149,            0.005149
                 492,            0.012065,           0.0085007,            0.011568,             0.96726,             0.97179,              0.9861,              0.8696,           0.0056133,           0.0019766,           0.0019598,           0.0051391,           0.0051391,           0.0051391
                 493,            0.011593,           0.0084501,            0.010228,              0.9663,             0.97437,             0.98616,             0.87003,           0.0056103,           0.0019766,           0.0019157,           0.0051292,           0.0051292,           0.0051292
                 494,            0.012069,           0.0084846,            0.010269,              0.9658,             0.97466,               0.986,             0.86875,           0.0056121,           0.0019781,           0.0018889,           0.0051193,           0.0051193,           0.0051193
                 495,            0.011988,           0.0083144,            0.011454,             0.96751,             0.97701,             0.98603,             0.86916,           0.0056048,           0.0019794,           0.0019117,           0.0051094,           0.0051094,           0.0051094
                 496,             0.01211,           0.0085831,            0.011329,             0.96533,             0.97531,             0.98607,             0.87028,           0.0056023,           0.0019805,           0.0019385,           0.0050995,           0.0050995,           0.0050995
                 497,            0.012078,           0.0085372,            0.011457,             0.96702,              0.9775,             0.98611,             0.87055,           0.0056021,           0.0019808,           0.0019594,           0.0050896,           0.0050896,           0.0050896
                 498,            0.011951,           0.0085896,           0.0097469,             0.96526,             0.97532,             0.98603,              0.8707,           0.0056007,           0.0019807,           0.0019456,           0.0050797,           0.0050797,           0.0050797
                 499,             0.01231,           0.0086128,            0.010441,             0.96494,             0.97534,             0.98613,             0.87032,           0.0056002,           0.0019799,           0.0019202,           0.0050698,           0.0050698,           0.0050698
                 500,             0.01156,            0.008527,            0.010998,             0.96518,             0.97592,             0.98623,             0.87039,           0.0055992,           0.0019797,            0.001901,           0.0050599,           0.0050599,           0.0050599
                 501,            0.012557,           0.0085923,            0.012015,             0.96562,             0.97598,             0.98621,             0.86938,           0.0055867,           0.0019799,            0.001892,             0.00505,             0.00505,             0.00505
                 502,            0.011695,            0.008554,            0.010306,             0.96532,             0.97614,              0.9863,              0.8689,           0.0055879,           0.0019798,            0.001859,           0.0050401,           0.0050401,           0.0050401
                 503,            0.012009,           0.0086479,            0.011206,             0.96504,             0.97725,             0.98635,             0.86871,           0.0055845,           0.0019801,           0.0018486,           0.0050302,           0.0050302,           0.0050302
                 504,            0.011478,           0.0085749,            0.010515,             0.96717,             0.97661,             0.98636,             0.86924,           0.0055887,            0.001979,           0.0018672,           0.0050203,           0.0050203,           0.0050203
                 505,            0.012849,           0.0087063,            0.011777,             0.96924,             0.97816,             0.98632,             0.86951,           0.0055859,           0.0019783,           0.0019175,           0.0050104,           0.0050104,           0.0050104
                 506,            0.011997,            0.008523,            0.011213,             0.96736,             0.97614,             0.98609,             0.87084,           0.0055876,           0.0019772,           0.0019879,           0.0050005,           0.0050005,           0.0050005
                 507,            0.012061,           0.0088779,            0.012058,             0.96719,             0.97673,             0.98602,             0.87041,           0.0055948,           0.0019771,           0.0020524,           0.0049906,           0.0049906,           0.0049906
                 508,            0.012167,           0.0089103,            0.011606,             0.96755,             0.97773,             0.98604,             0.86987,           0.0055992,           0.0019765,           0.0021498,           0.0049807,           0.0049807,           0.0049807
                 509,            0.011651,           0.0086789,            0.010191,             0.96729,               0.978,             0.98593,             0.87006,           0.0056038,           0.0019754,           0.0022436,           0.0049708,           0.0049708,           0.0049708
                 510,            0.011546,           0.0084141,            0.010196,             0.97084,             0.97901,             0.98572,             0.87009,           0.0056016,           0.0019741,           0.0022935,           0.0049609,           0.0049609,           0.0049609
                 511,            0.012101,           0.0085884,            0.010217,             0.97132,             0.97916,             0.98564,             0.86954,           0.0056008,           0.0019743,           0.0023642,            0.004951,            0.004951,            0.004951
                 512,            0.012062,           0.0086211,            0.010862,             0.97111,             0.98057,              0.9857,             0.87045,           0.0056006,            0.001974,           0.0023772,           0.0049411,           0.0049411,           0.0049411
                 513,            0.012157,           0.0089616,            0.010592,             0.97051,             0.98148,             0.98589,             0.87109,           0.0056086,           0.0019734,           0.0023539,           0.0049312,           0.0049312,           0.0049312
                 514,            0.012357,           0.0084654,            0.010923,             0.97132,             0.97931,             0.98593,             0.87117,            0.005605,           0.0019719,           0.0023975,           0.0049213,           0.0049213,           0.0049213
                 515,            0.012481,           0.0087858,            0.011643,              0.9713,             0.97857,             0.98601,             0.87125,           0.0056115,           0.0019707,           0.0024005,           0.0049114,           0.0049114,           0.0049114
                 516,             0.01237,           0.0088298,            0.011978,             0.97071,             0.97841,             0.98609,             0.87109,           0.0056093,           0.0019705,           0.0023629,           0.0049015,           0.0049015,           0.0049015
                 517,            0.012373,           0.0086433,            0.011584,             0.97129,             0.97796,             0.98626,             0.87086,            0.005611,           0.0019707,           0.0022984,           0.0048916,           0.0048916,           0.0048916
                 518,            0.012098,           0.0084614,            0.011859,              0.9715,             0.97764,             0.98645,             0.87075,            0.005618,           0.0019704,           0.0022446,           0.0048817,           0.0048817,           0.0048817
                 519,            0.012281,            0.008721,            0.011453,             0.97099,             0.97785,             0.98647,             0.87062,           0.0056159,             0.00197,           0.0022347,           0.0048718,           0.0048718,           0.0048718
                 520,            0.011896,           0.0085927,            0.011657,             0.97071,             0.97813,             0.98641,             0.87074,           0.0056195,           0.0019691,           0.0022419,           0.0048619,           0.0048619,           0.0048619
                 521,             0.01186,           0.0084728,            0.010262,             0.97062,             0.97796,             0.98645,              0.8714,           0.0056244,           0.0019679,           0.0022129,            0.004852,            0.004852,            0.004852
                 522,            0.012421,            0.008577,            0.011579,             0.96864,             0.98027,             0.98648,             0.87062,           0.0056262,           0.0019667,           0.0021785,           0.0048421,           0.0048421,           0.0048421
                 523,            0.011989,           0.0087025,            0.011155,             0.96831,              0.9802,             0.98662,             0.87151,           0.0056229,           0.0019653,            0.002143,           0.0048322,           0.0048322,           0.0048322
                 524,            0.011399,           0.0085302,            0.011292,             0.96827,             0.98014,             0.98646,             0.87135,           0.0056225,           0.0019649,           0.0021129,           0.0048223,           0.0048223,           0.0048223
                 525,            0.011175,           0.0084134,             0.01087,             0.97049,             0.97832,             0.98641,             0.87212,           0.0056233,           0.0019646,           0.0021295,           0.0048124,           0.0048124,           0.0048124
                 526,            0.012284,           0.0088649,            0.012313,             0.97057,             0.97835,             0.98663,             0.87229,           0.0056196,           0.0019641,           0.0021404,           0.0048025,           0.0048025,           0.0048025
                 527,             0.01187,           0.0085422,            0.011301,             0.97046,             0.97859,             0.98667,             0.87253,           0.0056186,            0.001963,            0.002111,           0.0047926,           0.0047926,           0.0047926
                 528,            0.011625,           0.0082817,            0.011149,             0.97066,             0.97907,             0.98685,             0.87251,           0.0056193,           0.0019634,            0.002119,           0.0047827,           0.0047827,           0.0047827
                 529,            0.012684,           0.0085727,            0.011811,             0.97076,                0.98,             0.98695,             0.87281,           0.0056181,           0.0019636,           0.0021236,           0.0047728,           0.0047728,           0.0047728
                 530,            0.012112,           0.0085414,            0.011029,             0.97079,             0.97992,             0.98703,               0.872,           0.0056175,            0.001963,           0.0021606,           0.0047629,           0.0047629,           0.0047629
                 531,            0.011588,           0.0085417,            0.010481,             0.97016,             0.97993,             0.98707,             0.87213,           0.0056141,           0.0019636,           0.0021734,            0.004753,            0.004753,            0.004753
                 532,            0.011216,             0.00863,           0.0098165,             0.97013,             0.97979,             0.98712,             0.87136,           0.0056111,           0.0019633,           0.0021747,           0.0047431,           0.0047431,           0.0047431
                 533,            0.012475,           0.0084659,            0.011171,             0.96989,             0.97982,             0.98707,             0.87114,            0.005619,            0.001964,           0.0021491,           0.0047332,           0.0047332,           0.0047332
                 534,            0.011494,           0.0085616,           0.0098128,             0.96955,             0.97969,             0.98715,             0.87095,           0.0056186,           0.0019644,           0.0020832,           0.0047233,           0.0047233,           0.0047233
                 535,            0.011993,           0.0084427,            0.011549,             0.96899,             0.97976,             0.98729,             0.87118,           0.0056218,           0.0019646,           0.0020287,           0.0047134,           0.0047134,           0.0047134
                 536,            0.011477,           0.0087068,            0.011893,             0.96904,             0.97969,             0.98737,             0.87206,           0.0056186,           0.0019646,           0.0019719,           0.0047035,           0.0047035,           0.0047035
